,G,AB,SO,SF,HBP,IBB,SH,BB,R,H,SB,RBI,HR,2B,3B,W,SHO,CG,SV,SO,HRA,HA,ER,IP,ERA,HOF
arochre01,124,69,31,0,0,0,10,3,3,7,0,3,0,2,0,18,1,2,11,190,37,363,151,993,4.10574018126888,0
arojo01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,15,8,31,6.96774193548387,0
arredjo01,214,2,1,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,1,212,21,182,80,660,3.27272727272727,0
arrieja01,137,143,75,0,0,0,14,5,8,22,0,8,2,3,2,56,4,5,0,717,70,666,327,2386,3.70033528918692,0
arrigge01,195,179,59,0,0,0,8,9,10,27,0,11,1,6,1,35,3,9,4,433,56,605,285,1860,4.13709677419355,0
arrojro01,158,37,20,0,0,0,4,1,2,3,0,3,0,1,0,40,2,4,6,512,83,715,354,2100,4.55142857142857,0
arroybr01,421,603,266,3,1,0,82,14,35,77,1,29,6,16,0,145,6,16,1,1526,324,2413,1100,7094,4.18663659430505,0
arroyfe01,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,12,0,172,56,589,264,1607,4.43559427504667,0
arroylu01,246,128,28,1,0,0,11,2,5,29,0,8,1,2,0,40,1,10,44,336,58,524,232,1594,3.9297365119197,0
arroyru01,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,18,7,35,5.4,0
arrueer01,22,41,17,1,0,0,0,3,4,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
arundha01,16,60,1,0,0,0,0,6,10,11,0,1,0,0,0,5,0,14,0,51,3,169,66,394,4.52284263959391,0
arundtu01,76,260,22,0,1,0,0,16,21,45,9,16,0,4,1,0,0,0,0,0,0,0,0,0,NA,0
asadora01,15,55,13,0,0,1,2,3,9,20,1,7,0,5,0,0,0,0,0,0,0,0,0,0,NA,0
asbelji01,17,33,9,0,0,0,0,3,6,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,NA,0
asbjoca01,97,221,45,0,2,0,2,9,19,52,0,27,1,10,1,0,0,0,0,0,0,0,0,0,NA,0
ascanjo01,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,7,57,27,138,5.28260869565217,0
ascheco01,300,984,256,3,5,10,3,74,102,242,2,107,27,55,4,0,0,0,0,0,0,0,0,0,NA,0
asencmi01,42,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,92,22,199,102,538,5.11895910780669,0
ashburi01,2189,8365,571,18,43,25,112,1198,1322,2574,234,586,29,317,109,0,0,0,0,0,0,0,0,0,NA,0
ashbyal01,1370,4123,622,41,11,66,55,461,397,1010,7,513,90,183,13,0,0,0,0,0,0,0,0,0,NA,0
ashbyan01,313,521,218,1,0,0,83,16,26,70,1,26,1,13,0,98,7,21,1,1173,205,1857,829,5432,4.12058173784978,0
asheral01,7,6,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,16,8,42,30,87,9.31034482758621,0
ashfotu01,222,510,75,6,1,6,5,47,42,111,5,55,6,31,1,0,0,0,0,0,0,0,0,0,NA,0
ashke01,58,46,8,0,0,0,1,1,3,6,0,1,0,1,0,6,0,5,2,47,6,178,89,484,4.96487603305785,0
ashlebi01,281,618,236,3,4,5,0,63,56,144,0,84,28,23,1,0,0,0,0,0,0,0,0,0,NA,0
ashlene01,12,20,8,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
asmusto01,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
asprobo01,1324,4369,459,32,29,52,36,333,386,1103,19,457,60,135,26,0,0,0,0,0,0,0,0,0,NA,0
asproke01,475,1483,149,10,6,4,13,179,171,369,7,124,19,69,3,0,0,0,0,0,0,0,0,0,NA,0
asselbr01,284,574,74,9,3,6,5,38,52,146,5,68,12,27,4,0,0,0,0,0,0,0,0,0,NA,0
assenpa01,884,36,12,0,0,0,7,5,3,3,0,0,0,1,0,61,0,0,56,807,73,817,336,2567,3.53408648227503,0
astacez01,28,21,12,0,0,0,2,0,0,3,0,0,0,0,0,5,0,0,0,72,25,107,58,260,6.02307692307692,0
astacpe01,395,676,256,0,5,0,89,5,31,90,0,28,0,7,1,129,12,31,0,1664,291,2292,1140,6590,4.67071320182094,0
astrojo01,544,1579,124,1,14,6,20,177,163,401,6,156,13,51,10,0,0,0,0,0,0,0,0,0,NA,0
atchisc01,300,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,253,35,327,140,1040,3.63461538461538,0
atchlju01,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,7,31,6.09677419354839,0
atherch01,65,242,0,0,2,0,4,21,28,60,2,23,0,5,6,0,0,0,0,0,0,0,0,0,NA,0
atherke01,342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,26,349,75,546,251,1699,3.98881695114773,0
atilalu01,16,25,10,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,40,11,96,49,257,5.14785992217899,0
atkinal01,110,387,0,0,1,0,0,36,55,64,7,14,1,7,2,51,3,99,0,435,21,943,403,2745,3.96393442622951,0
atkinbi01,99,10,1,0,0,0,1,0,0,3,0,1,0,0,0,11,0,0,11,99,17,129,56,442,3.42081447963801,0
atkined01,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
atkinga01,817,2928,449,34,20,12,0,291,399,835,8,488,99,169,7,0,0,0,0,0,0,0,0,0,NA,0
atkinja01,4,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,15,6,45,3.6,0
atkinle01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
atkinmi01,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,34,17,68,6.75,0
atkinto01,16,19,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,2,33,0,59,20,189,2.85714285714286,0
attredi01,61,144,23,0,0,0,5,20,26,31,1,16,1,2,2,0,0,0,0,0,0,0,0,0,NA,0
atwelto01,378,1117,84,7,8,10,11,161,116,290,4,110,9,41,7,0,0,0,0,0,0,0,0,0,NA,0
atwoobi01,342,961,89,0,3,0,13,93,82,220,4,112,7,41,4,0,0,0,0,0,0,0,0,0,NA,0
atzja01,209,605,0,0,6,0,33,69,64,132,23,49,0,21,3,0,0,0,0,0,0,0,0,0,NA,0
aubreha01,96,325,0,0,5,0,9,18,26,69,7,27,0,8,2,0,0,0,0,0,0,0,0,0,NA,0
aubremi01,46,135,15,0,0,0,0,10,14,35,0,17,6,7,0,0,0,0,0,0,0,0,0,0,NA,0
aucoide01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,8,3.375,0
auderi01,62,151,35,0,0,0,0,7,11,34,1,24,2,9,0,0,0,0,0,0,0,0,0,0,NA,0
auerbri01,624,1407,198,5,6,10,22,127,167,309,36,86,9,56,5,0,0,0,0,0,0,0,0,0,NA,0
augenbr01,12,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12,3,34,21,68,8.33823529411765,0
augusda01,29,29,6,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
augusdo01,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,9,0,181,47,491,227,1320,4.64318181818182,0
augusje01,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,27,11,348,87,1028,444,2832,4.23305084745763,0
aukerel01,356,700,232,0,2,0,41,41,73,131,2,72,6,15,9,130,14,126,2,594,129,2230,964,5890,4.41901528013582,0
auldsle01,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
aultdo01,256,713,108,4,7,6,5,71,66,168,4,86,17,29,5,0,0,0,0,0,0,0,0,0,NA,0
aumonph01,46,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,42,5,53,33,131,6.80152671755725,0
aurilri01,1652,5721,861,47,24,22,36,450,745,1576,23,756,186,301,22,0,0,0,0,0,0,0,0,0,NA,0
ausanjo01,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,51,12,58,33,160,5.56875,0
ausmubr01,1971,6279,1034,37,69,69,82,634,718,1579,102,607,80,270,34,0,0,0,0,0,0,0,0,0,NA,0
austde01,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,18,11,51,5.82352941176471,0
austihe01,23,101,4,0,0,0,0,0,10,25,0,11,0,3,3,0,0,0,0,0,0,0,0,0,NA,0
austije01,38,8,5,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,55,13,69,49,196,6.75,0
austiji01,1580,5388,363,0,44,0,278,592,661,1328,244,390,13,174,76,0,0,0,0,0,0,0,0,0,NA,0
austiji02,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,48,6,74,34,300,3.06,0
austiri01,89,19,11,0,0,0,0,3,0,2,0,0,0,1,0,4,1,1,6,106,17,141,70,408,4.63235294117647,0
autryal01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,3,15,5.4,0
autrych01,81,257,0,0,2,0,15,24,22,50,6,17,0,6,0,0,0,0,0,0,0,0,0,0,NA,0
autrych02,120,277,29,0,2,0,10,7,21,68,0,33,2,17,3,0,0,0,0,0,0,0,0,0,NA,0
avenbr01,259,609,135,6,11,1,0,57,85,166,6,103,20,33,2,0,0,0,0,0,0,0,0,0,NA,0
averiea01,1668,6353,518,0,33,0,55,774,1224,2019,70,1164,238,401,128,0,0,0,0,0,0,0,0,0,NA,0
averiea02,449,1031,220,11,8,8,5,162,137,249,3,159,44,41,0,0,0,0,0,0,0,0,0,0,NA,0
averyst01,306,437,135,5,0,0,41,12,35,76,1,32,4,14,4,96,6,14,0,980,148,1529,723,4664,4.18546312178388,0
averyxa01,32,94,23,0,0,0,2,11,14,21,6,6,1,6,1,0,0,0,0,0,0,0,0,0,NA,0
avilaal01,683,2084,653,16,11,12,9,325,246,504,7,282,66,111,7,0,0,0,0,0,0,0,0,0,NA,0
avilabo01,1300,4620,399,14,14,3,134,561,725,1296,78,467,80,185,35,0,0,0,0,0,0,0,0,0,NA,0
avilalu01,241,4,0,0,0,0,2,0,0,1,0,0,0,0,0,12,0,0,0,145,10,162,65,593,2.95952782462057,0
avilemi01,810,2756,382,30,12,4,32,126,358,731,76,292,58,132,12,0,0,0,0,0,0,0,0,0,NA,0
avilera01,117,190,22,2,1,3,9,21,21,51,0,24,2,9,0,0,0,0,0,0,0,0,0,0,NA,0
avreaja01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,16,3.375,0
axelrdy01,59,8,6,0,0,0,1,0,1,1,0,0,0,0,0,9,0,0,0,164,43,269,134,686,5.27405247813411,0
axforjo01,403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,141,454,35,339,150,1152,3.515625,0
ayalabe01,425,865,136,12,2,7,1,71,114,217,2,145,38,42,1,0,0,0,0,0,0,0,0,0,NA,0
ayalabo01,406,31,13,0,0,0,3,0,2,2,0,1,0,1,0,37,0,0,59,541,71,581,306,1728,4.78125,0
ayalalu01,534,14,3,0,0,0,3,0,0,4,0,0,0,1,0,38,0,0,19,367,54,581,206,1663,3.34455802766085,0
aybarer01,1220,4427,543,33,42,10,69,226,572,1223,141,417,48,222,43,0,0,0,0,0,0,0,0,0,NA,0
aybarma01,210,70,28,0,0,0,4,2,6,13,0,5,1,0,0,17,0,0,3,273,49,413,222,1173,5.10997442455243,0
aybarwi01,405,1219,206,8,14,6,7,142,137,315,7,157,33,68,2,0,0,0,0,0,0,0,0,0,NA,0
aydelja01,14,50,0,0,0,0,0,3,1,5,0,0,0,1,0,5,0,13,0,35,0,150,66,372,4.79032258064516,0
ayersbi01,13,8,3,0,0,0,2,0,0,2,0,2,0,1,0,0,0,0,1,22,7,46,32,106,8.15094339622642,0
ayersdo01,299,420,72,0,1,0,17,13,20,72,1,23,0,10,2,65,17,58,15,622,23,1357,451,4286,2.84111059262716,0
aylwadi01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
ayraubo01,54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,42,2,68,33,220,4.05,0
ayraujo01,7,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
azcuejo01,909,2828,344,32,17,45,11,207,201,712,5,304,50,94,9,0,0,0,0,0,0,0,0,0,NA,0
azocaos01,202,439,36,3,2,2,4,12,38,99,10,36,5,16,0,0,0,0,0,0,0,0,0,0,NA,0
babbch01,347,1180,0,0,45,0,26,125,144,287,66,116,0,41,13,0,0,0,0,0,0,0,0,0,NA,0
babcobo01,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,6,48,25,172,3.92441860465116,0
babelo01,120,382,26,0,2,0,3,39,37,85,1,26,2,18,2,0,0,0,0,0,0,0,0,0,NA,0
babicjo01,112,211,63,0,2,0,7,4,14,36,1,10,0,5,0,30,3,34,1,231,38,657,324,1776,4.92567567567568,0
babinch01,28,33,4,0,1,0,1,0,5,8,1,2,0,3,1,0,0,0,0,0,0,0,0,0,NA,0
babitsh01,54,156,13,0,0,1,2,13,10,40,5,14,0,1,3,0,0,0,0,0,0,0,0,0,NA,0
backebr01,153,133,48,0,2,0,13,10,22,34,1,16,4,5,2,31,1,1,0,360,87,574,305,1576,5.2252538071066,0
backmle01,47,74,12,0,2,0,1,8,3,8,0,5,0,1,1,9,0,12,2,76,5,263,98,733,3.60982264665757,0
backmwa01,1102,3245,480,19,5,9,68,371,482,893,117,240,10,138,19,0,0,0,0,0,0,0,0,0,NA,0
baconed01,4,6,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,5,4,18,6,0
bacsimi01,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,77,12,190,85,518,4.43050193050193,0
bacsimi02,51,50,10,0,0,0,7,1,1,5,0,3,0,2,0,10,0,1,0,97,41,261,131,648,5.45833333333333,0
baczefr01,63,89,34,0,0,0,10,2,5,12,0,2,1,0,0,17,2,14,1,104,38,306,138,838,4.44630071599045,0
badenbu01,418,33,19,0,0,0,5,1,1,3,0,2,0,1,0,20,0,0,4,350,35,519,213,1537,3.74170461938842,0
baderar01,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baderlo01,22,22,3,0,1,0,1,0,1,4,0,1,0,0,0,5,1,3,1,27,2,83,21,226,2.50884955752212,0
badgrre01,143,382,42,0,4,0,12,24,57,98,4,45,2,30,3,0,0,0,0,0,0,0,0,0,NA,0
baeched01,64,42,10,0,0,0,3,0,4,8,0,2,0,0,0,5,0,3,0,61,9,200,99,481,5.55717255717256,0
baekch01,61,30,8,0,0,0,8,1,2,5,0,2,1,1,0,16,0,1,0,184,35,294,150,839,4.82717520858165,0
baergca01,1630,5439,580,66,73,41,26,291,731,1583,59,774,134,279,17,0,0,0,0,0,0,0,0,0,NA,0
baezbe01,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,22,14,28,13.5,0
baezda01,533,6,1,0,0,0,0,0,1,1,0,0,0,0,0,40,0,1,114,505,71,652,329,2091,4.24820659971306,0
baezja01,80,289,119,0,1,1,0,19,29,58,6,24,10,12,0,0,0,0,0,0,0,0,0,0,NA,0
baezjo01,114,355,27,0,1,2,10,25,47,87,7,19,1,14,2,0,0,0,0,0,0,0,0,0,NA,0
baezke01,63,151,17,0,0,1,4,13,10,27,0,7,0,10,0,0,0,0,0,0,0,0,0,0,NA,0
baezpe01,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,78,7,63,26,225,3.12,0
bagbyji01,325,660,91,0,2,0,30,32,69,144,3,60,2,35,6,127,16,133,29,450,47,1884,629,5465,3.10759377859103,0
bagbyji02,322,620,68,0,3,0,32,8,59,140,1,56,3,16,2,97,13,84,9,431,98,1815,733,4999,3.95899179835967,0
bagwebi01,92,143,14,0,0,0,4,8,12,42,0,20,2,6,3,0,0,0,0,0,0,0,0,0,NA,0
bagweje01,2150,7797,1558,102,128,155,3,1401,1517,2314,202,1529,449,488,32,0,0,0,0,0,0,0,0,0,NA,0
bahnsst01,575,479,225,1,1,0,43,19,22,56,0,19,1,8,2,146,16,73,20,1359,223,2440,1013,7587,3.60498220640569,0
bahred01,50,68,18,0,0,0,4,0,2,10,0,5,0,0,1,11,0,8,0,69,13,210,82,657,3.36986301369863,0
bahrefr01,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baichgr01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,21,5.14285714285714,0
bailean01,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,89,233,22,170,69,680,2.73970588235294,0
bailebi01,209,366,38,0,0,0,14,20,23,71,3,15,0,4,1,38,8,70,0,570,20,1035,430,3253,3.56901321856748,0
bailebi02,5,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
bailebo01,1931,6082,1126,52,17,67,40,852,772,1564,85,773,189,234,43,0,0,0,0,0,0,0,0,0,NA,0
baileco01,172,2,0,0,0,0,1,2,2,1,0,0,0,0,0,9,0,0,1,150,13,208,91,621,3.95652173913043,0
baileed01,1212,3581,577,37,25,77,20,545,432,915,17,540,155,128,15,0,0,0,0,0,0,0,0,0,NA,0
bailefr01,60,124,29,0,3,0,2,9,10,23,3,6,1,2,1,0,0,0,0,0,0,0,0,0,NA,0
bailege01,213,634,61,0,7,0,23,63,95,156,13,52,2,16,7,0,0,0,0,0,0,0,0,0,NA,0
baileha01,16,43,0,0,1,0,0,2,5,10,0,3,0,2,1,6,0,8,0,35,7,107,49,320,4.134375,0
baileho01,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,41,15,120,69,356,5.23314606741573,0
baileho02,172,304,119,0,1,0,41,9,18,48,0,17,0,6,0,58,4,6,0,832,117,999,470,3030,4.18811881188119,0
baileje01,56,136,39,0,4,1,0,19,25,31,0,16,6,4,3,0,0,0,0,0,0,0,0,0,NA,0
baileji01,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,17,8,35,6.17142857142857,0
baileki01,1,4,1,0,0,0,0,0,2,2,1,1,0,1,0,1,0,1,0,0,0,13,5,24,5.625,0
bailema01,340,949,222,5,3,23,3,166,101,209,2,101,24,37,1,0,0,0,0,0,0,0,0,0,NA,0
bailero01,93,97,22,0,0,0,11,6,15,20,0,8,1,1,1,18,2,5,1,162,43,392,194,1068,4.90449438202247,0
bailesc01,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,5,13,351,89,758,374,2039,4.95242766061795,0
bailest01,34,10,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,47,6,66,30,209,3.8755980861244,0
bailesw01,52,30,11,0,0,0,1,4,1,8,0,1,0,1,0,4,0,0,0,35,4,171,70,412,4.5873786407767,0
bailobo01,955,2937,164,20,20,10,42,187,339,775,90,222,9,107,23,0,0,0,0,0,0,4,2,7,7.71428571428571,0
baineha01,2830,9908,1441,99,14,187,9,1062,1299,2866,34,1628,384,488,49,0,0,0,0,0,0,0,0,0,NA,0
bainlo01,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10,7,24,7.875,0
bairdal01,48,107,11,0,0,0,1,7,9,27,5,9,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
bairdbo01,8,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,25,18,67,7.25373134328358,0
bairddo01,617,2106,295,0,12,0,78,157,230,492,118,191,6,86,45,0,0,0,0,0,0,0,0,0,NA,0
bairdo01,584,52,23,0,0,0,4,0,2,5,0,4,1,1,0,55,0,0,81,689,86,839,367,2728,3.63233137829912,0
baislje01,14,43,7,0,0,0,0,4,1,11,0,5,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
bajenje01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,23,17,41,11.1951219512195,0
bakelje01,222,727,86,0,3,0,0,83,70,111,2,33,2,12,4,76,7,191,0,669,43,1909,725,5348,3.66024682124159,0
bakenda01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,9,6,0
bakeral01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,8,23,9.39130434782609,0
bakerbi01,263,588,30,0,3,0,5,68,45,145,6,68,2,25,5,0,0,0,0,0,0,0,0,0,NA,0
bakerbo01,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,29,12,42,7.71428571428571,0
bakerch01,15,57,0,0,0,0,0,0,5,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,0
bakerch02,93,146,27,0,0,0,9,3,14,27,0,9,0,2,3,0,0,0,0,0,0,0,0,0,NA,0
bakerda01,9,20,3,0,2,0,1,3,3,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,0
bakerde01,173,302,32,0,2,0,18,32,27,63,5,22,0,9,4,0,0,0,0,0,0,0,0,0,NA,0
bakerdo01,136,246,62,1,3,0,8,18,38,51,3,22,0,11,2,0,0,0,0,0,0,0,0,0,NA,0
bakerdu01,2039,7117,926,85,30,52,27,762,964,1981,137,1013,242,320,23,0,0,0,0,0,0,0,0,0,NA,0
bakerer01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,12,4.5,0
bakerfl01,874,2280,165,0,6,0,26,382,285,573,23,196,1,76,13,0,0,0,0,0,0,0,0,0,NA,0
bakerfr01,1575,5984,182,0,50,0,153,473,887,1838,235,987,96,315,103,0,0,0,0,0,0,0,0,0,NA,0
bakerfr02,125,353,68,3,2,3,0,26,39,82,3,38,4,17,4,0,0,0,0,0,0,0,0,0,NA,0
bakerfr03,146,288,60,2,2,3,2,40,28,55,4,24,1,8,3,0,0,0,0,0,0,0,0,0,NA,0
bakerge01,126,474,29,0,0,0,0,14,45,74,0,5,0,6,0,0,0,0,0,0,0,0,0,0,NA,0
bakerge02,630,2230,219,18,9,9,50,184,265,590,21,227,39,109,21,0,0,0,0,0,0,0,0,0,NA,0
bakerho01,29,82,10,0,0,0,1,8,5,18,2,7,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
bakerja01,14,26,6,1,0,0,0,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,0
bakerje01,22,29,0,0,1,0,0,2,0,3,0,3,0,0,0,2,0,3,1,51,3,101,41,282,3.92553191489362,0
bakerje02,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
bakerje03,748,1793,472,16,9,6,1,139,244,474,14,235,54,108,15,0,0,0,0,0,0,0,0,0,NA,0
bakerjo01,359,1076,269,7,10,15,8,127,124,266,2,120,14,57,1,1,0,0,0,0,0,0,0,3,0,0
bakerki01,65,166,13,0,2,0,0,22,19,35,2,10,0,1,2,9,2,34,0,115,20,483,254,1113,6.16172506738544,0
bakerne01,5,6,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,2,27,11,52,5.71153846153846,0
bakerno01,31,106,0,0,2,0,0,2,16,18,0,6,0,2,0,14,1,28,0,94,3,250,96,759,3.41501976284585,0
bakerph01,195,817,32,0,0,0,0,39,134,212,16,34,3,20,11,0,0,0,0,0,0,0,0,0,NA,0
bakersc01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,11,9.81818181818182,0
bakersc02,193,32,13,0,0,0,6,0,1,3,0,0,0,1,0,66,2,4,0,839,145,1089,504,3194,4.26048841577959,0
bakerst01,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,131,26,262,135,711,5.12658227848101,0
bakerto01,70,58,6,0,0,0,0,3,5,18,0,5,0,4,0,3,0,3,2,58,6,195,91,519,4.73410404624277,0
bakerto02,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,20,6,54,3,0
bakertr01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
bakopa01,789,2202,589,13,7,36,16,233,195,508,4,195,24,98,11,0,0,0,0,0,0,0,0,0,NA,0
balasmi01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6.75,0
balazjo01,59,162,35,1,1,0,2,7,14,39,0,15,2,8,1,0,0,0,0,0,0,0,0,0,NA,0
balbost01,960,3120,856,27,19,21,1,273,351,714,1,495,181,127,11,0,0,0,0,0,0,0,0,0,NA,0
balcebo01,7,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baldero01,519,1910,388,15,31,8,7,102,281,531,60,262,60,99,18,0,0,0,0,0,0,0,0,0,NA,0
baldsja01,457,78,41,0,0,0,8,5,5,7,1,3,0,1,0,48,0,0,60,555,45,687,289,2112,3.69460227272727,0
baldwbi01,39,117,16,1,0,0,1,6,12,27,2,13,5,4,1,0,0,0,0,0,0,0,0,0,NA,0
baldwda01,176,15,10,0,0,0,0,1,1,1,0,0,0,0,0,6,0,0,22,164,17,190,77,674,3.08456973293769,0
baldwfr01,16,20,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baldwha01,12,11,2,0,0,0,1,0,4,4,0,0,0,0,0,3,0,1,0,5,5,45,17,104,4.41346153846154,0
baldwhe01,6,16,2,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baldwja01,266,44,20,0,0,0,3,0,1,4,0,2,0,1,1,79,2,7,2,844,203,1443,737,3968,5.0148689516129,0
baldwje01,7,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
baldwki01,441,1677,38,0,13,0,0,36,186,371,40,178,7,56,27,0,0,0,0,1,0,5,4,12,9,0
baldwla01,134,494,77,0,1,0,0,40,68,114,7,55,0,16,7,73,9,112,1,582,31,921,322,3051,2.84955752212389,0
baldwma01,348,1155,368,0,1,0,0,82,109,188,18,106,10,21,18,156,14,296,4,1354,82,2699,1051,8434,3.36459568413564,0
baldwof01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,16,10,44,6.13636363636364,0
baldwre01,52,87,4,0,0,0,0,3,5,21,0,12,1,6,0,0,0,0,0,0,0,0,0,0,NA,0
baldwri01,105,22,9,0,0,0,2,0,2,6,0,0,0,0,0,4,0,0,7,86,10,173,73,548,3.59671532846715,0
balejo01,109,17,8,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,148,16,183,90,521,4.66410748560461,0
balenmi01,78,219,33,0,1,0,9,6,19,40,6,11,0,2,4,0,0,0,0,0,0,0,0,0,NA,0
balenwl01,170,511,149,4,0,2,0,44,54,113,2,52,15,31,1,0,0,0,0,0,0,0,0,0,NA,0
balesco01,88,28,10,0,1,0,11,2,1,4,0,1,0,0,0,8,0,0,0,157,39,210,122,602,5.47176079734219,0
balesle01,31,43,12,1,0,0,1,8,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
